CODIGOS POSTALES
----------------

PROVINCIA;POBLACION;CODIGOPOSTAL
MURCIA;RIBERA DE MOLINA, LA;30508
MURCIA;RIBERA, LA;30385
MURCIA;RICABACICA;30648
MURCIA;RICOTE;30610
MURCIA;RIHUETE, EL;30860
MURCIA;RILLOS, LOS;30858
MURCIA;RINCON DE BENISCORNIA;30108
MURCIA;RINCON DE LOS CARRANZAS;30810
MURCIA;RINCON DE SECA;30165
MURCIA;RINCON DE TALLANTE;30398
MURCIA;RIZOS, LOS;30367
MURCIA;ROCAS VIEJAS, LAS;30708
MURCIA;ROCAS, LOS (LOS ALCAZARES);30710
MURCIA;ROCAS, LOS (ROLDAN);30709
MURCIA;ROCHE;30369
MURCIA;ROCHE (VDA);30392
MURCIA;ROCHE ALTO;30369
MURCIA;ROCHE BAJO;30369
MURCIA;RODA;30739
MURCIA;RODEO DE ENMEDIO;30192
MURCIA;RODEO DE LOS TENDEROS;30192
MURCIA;ROGATIVA, LA;30413
MURCIA;ROJAS, LAS;30396
MURCIA;ROLDAN;30709
MURCIA;ROMAN;30529
MURCIA;ROMERAL, EL;30509
MURCIA;ROMEROS, LOS;30331
MURCIA;ROSES, LOS (ALBUJON);30330
MURCIA;ROSES, LOS (CANTERAS);30394
MURCIA;ROSES, LOS (LA LAJORRA);30390
MURCIA;ROSES, LOS (LA PUEBLA);30395
MURCIA;ROSIQUES, LOS;30395
MURCIA;ROYO HURTADO;30189
MURCIA;ROYOS, LOS;30411
MURCIA;RUICES, LOS (LAS PALAS);30334
MURCIA;RUICES, LOS (LOS MARTINEZ DEL PUERTO);30156
MURCIA;RUICES, LOS (SAN JOSE);30367
MURCIA;RUSTICANA;30879
MURCIA;SABINAR, EL;30441
MURCIA;SAEZ DE TARQUINALES;30592
MURCIA;SAEZ, LOS;30740
MURCIA;SAHUES;30648
MURCIA;SALADILLO, EL (GALADILLO);30879
MURCIA;SALADILLO, EL (LA ALJORRA);30390
MURCIA;SALADO;30648
MURCIA;SALAZARES, LOS;30593
MURCIA;SALERO, EL;30441
MURCIA;SALINAS DE RAMBLA SALADA;30628
MURCIA;SAN BENITO;30012
MURCIA;SAN BLAS;30720
MURCIA;SAN CAYETANO AVILESES;30592
MURCIA;SAN GINES;30169
MURCIA;SAN GINES DE LA JARA;30382
MURCIA;SAN ISIDRO;30397
MURCIA;SAN JAVIER;30730
MURCIA;SAN JOSE ARTESANO;30559
MURCIA;SAN JOSE DE LA VEGA;30570
MURCIA;SAN JOSE OBRERO;30393
MURCIA;SAN JUAN, CAMPO DE;30441
MURCIA;SAN JULIAN;30816
MURCIA;SAN PEDRO DEL PINATAR;30740
MURCIA;SAN TELMO;30877
MURCIA;SANCHEZ, LOS (CUEVAS DE REYLLO);30333
MURCIA;SANCHEZ, LOS (EL JIMENADO);30708
MURCIA;SANCHEZ, LOS (GALIFA);30393
MURCIA;SANCHEZ, LOS (LA ALJORRA);30390
MURCIA;SANGONERA LA SECA;30835
MURCIA;SANGONERA LA VERDE;30833
MURCIA;SANTA ANA;30319
MURCIA;SANTA ANA (POL);30319
MURCIA;SANTA CATALINA;30150
MURCIA;SANTA CRUZ EL JIMENADO;30708
MURCIA;SANTA CRUZ SANTA CRUZ;30162
MURCIA;SANTA GERTRUDIS;30815
MURCIA;SANTA LEOCADIA;30859
MURCIA;SANTA ROSALIA;30710
MURCIA;SANTA TERESA;30334
MURCIA;SANTIAGO DE LA RIBERA;30720
MURCIA;SANTIAGO Y ZARAICHE;30007
MURCIA;SANTO ANGEL;30151
MURCIA;SANTO ANGEL ALHAMA NUEVA;30848
MURCIA;SANTOMERA;30140
MURCIA;SANTOS, LOS;30335
MURCIA;SANTUARIO DE LA FUENSANTA;30157
MURCIA;SAURINES;30709
MURCIA;SEGADOS, LOS (SANTA ANA);30319
MURCIA;SENDA GRANADA;30110
MURCIA;SENDA GRANADA DE PARTE DERECHA;30100
MURCIA;SENDA GRANADA PARTE IZQUIERDA;30100
MURCIA;SERRANOS, LOS;30879
MURCIA;SERRANOS, LOS (2);30858
MURCIA;SILVESTRES, LOS;30319
MURCIA;SIMONESTES, LOS;30397
MURCIA;SINGLA;30410
MURCIA;SISCAR, EL;30149
MURCIA;SOLANA, LA;30879
MURCIA;SORDOS, LOS;30335
MURCIA;SOTOS NUEVOS;30708
MURCIA;SPIRISANS;03657
MURCIA;SUCINA;30590
MURCIA;SUERTES, LAS;30329
MURCIA;SUTULLENA;30800
MURCIA;TABALA;30588
MURCIA;TACON, LO (LOS SAEZ);30740
MURCIA;TACON, LO (MEDIA LEGUA);30392
MURCIA;TALLANTE;30398
MURCIA;TARRAGAS, LOS;30740
MURCIA;TARTAMUDO, EL;30413
MURCIA;TEATINOS, LOS (ALGEZARES);30157
MURCIA;TEATINOS, LOS (SANGONERA LA SECA);30835
MURCIA;TEBAR;30889
MURCIA;TEJERA, LA (SANTIAGO DE LA RIBERA);30720
MURCIA;TEODOROS, LOS;30319
MURCIA;TERCIA (LORCA);30815
MURCIA;TERCIA, LA;30590
MURCIA;TERRERAS, LAS;30812
MURCIA;TIATA;30800
MURCIA;TODOSOL;30889
MURCIA;TOLLE;30648
MURCIA;TOLLOS;30540
MURCIA;TOMA DEL AGUA;30811
MURCIA;TOMASES, LOS;30591
MURCIA;TOMASINES, LOS;30329
MURCIA;TOPARES, LOS;30369
MURCIA;TORRALBA;30814
MURCIA;TORRAOS, LOS;30563
MURCIA;TORRE ALCAYNA;30110
MURCIA;TORRE ALTA;30509
MURCIA;TORRE ASUNCION;30390
MURCIA;TORRE BLANCA;30369
MURCIA;TORRE DE LOS MOROS;30560
MURCIA;TORRE DE RAMOE (RAMOE);30710
MURCIA;TORRE DEL JUNCO;30609
MURCIA;TORRE DEL NEGRO;30367
MURCIA;TORRE DEL RICO;03657
MURCIA;TORRE MOCHUELA;30700
MURCIA;TORRE MONTIJO;30509
MURCIA;TORRE NUEVAS;30594
MURCIA;TORRE OVIEDO;30395
MURCIA;TORRE PACHECO;30700
MURCIA;TORRE SILVA;30591
MURCIA;TORRE, LA (LA PINILLA);30335
MURCIA;TORRE, LA (MIRANDA);30319
MURCIA;TORRE, LA (TALLANTE);30398
MURCIA;TORREAGUERA;30579
MURCIA;TORREALVILLA;30814
MURCIA;TORRECICA;30739
MURCIA;TORRECIEGA;30392
MURCIA;TORRECILLA;30817
MURCIA;TORREGUIL;30834
MURCIA;TORRES DE COTILLAS, LAS;30565
MURCIA;TORRETA, LA;30369
MURCIA;TOTANA;30850
MURCIA;TOVA, LA;30811
MURCIA;TUDELAS, LOS;30858
MURCIA;UJEJAR;30878
MURCIA;ULEA;30612
MURCIA;ULLOA;30708
MURCIA;UMBRIA;30648
MURCIA;UNION, LA;30360
MURCIA;URREAS, LOS (LOGOSILLO);30331
MURCIA;URRUTIAS, LOS;30368
MURCIA;VAGUADA, LA (UR);30394
MURCIA;VALDELENTISCOS;30398
MURCIA;VALENCIANOS, LOS;30398
MURCIA;VALENTIN;30420
MURCIA;VALIENTES, LOS;30627
MURCIA;VALLADOLISES;30154
MURCIA;VALLE DEL SOL;30590
MURCIA;VALLE ESCOMBRERAS;30350
MURCIA;VAQUEROS, LOS;30876
MURCIA;VENTA ALEDO;30849
MURCIA;VENTA CUARESMA;30390
MURCIA;VENTA DE LA AURORA;30559
MURCIA;VENTA DE LA VEREDA;30835
MURCIA;VENTA DE LOS CORONELES;30811
MURCIA;VENTA DE TONO;30319
MURCIA;VENTA DEL PARETON;30858
MURCIA;VENTA DEL RIO;30849
MURCIA;VENTA GITANO;30817
MURCIA;VENTA JUAN SANTOS;30849
MURCIA;VENTA LA PEQUEÑA;30835
MURCIA;VENTA NUEVA;30441
MURCIA;VENTA RAFAELES;30849
MURCIA;VENTA TONO (MIRANDA);30319
MURCIA;VENTA, LA (ALBUJON);30330
MURCIA;VENTA, LA (LA PINILLA);30335
MURCIA;VENTANAS, LAS;30817
MURCIA;VENTORRILLOS, LOS (EL MOJON);30849
MURCIA;VERAS, LOS;30740
MURCIA;VEREDA DE SAN FELIX;30300
MURCIA;VERGELES, LOS;30559
MURCIA;VERSALLES (CM);30300
MURCIA;VICENTES, LOS (CUEVAS DE REYLLO);30333
MURCIA;VIDALES, LOS (DOLORES PACHECO);30739
MURCIA;VIDALES, LOS (LA PALMA);30593
MURCIA;VIDALES, LOS (LAS HUGRIAS);30329
MURCIA;VIDALES, LOS (LOBOSILLO);30331
MURCIA;VIDALES, LOS (MIRANDA);30319
MURCIA;VILLA CARAVANING;30386
MURCIA;VILLA JORQUERA;30399
MURCIA;VILLA NANITOS;30740
MURCIA;VILLA RICA;30319
MURCIA;VILLA TERESA;30395
MURCIA;VILLANUEVA (BENIAJAN);30570
MURCIA;VILLANUEVA RIO SEGURA;30613
MURCIA;VILLENAS, LOS;30740
MURCIA;VISTA ALEGRE;30399
MURCIA;VIVANCOS, LOS;30335
MURCIA;VOLTETAS, LOS;30835
MURCIA;YECHAR;30193
MURCIA;YECLA;30510
MURCIA;ZAPATAS, LOS;30708
MURCIA;ZARANDONA;30007
MURCIA;ZARCILLA DE RAMOS;30810
MURCIA;ZARZA, LA;30529
MURCIA;ZARZA, LA (EL CANTON);30648
MURCIA;ZARZA, LA (LAS PALAS);30334
MURCIA;ZARZADILLA DE TOTANA;30814
MURCIA;ZARZALICO;30890
MURCIA;ZENETA;30588
MURCIA;ZUÑIGA;30814
NAVARRA;ABAIGAR;31280
NAVARRA;ABARZUZA;31178
NAVARRA;ABAURREA ALTA/ABAURREGAINA;31692
NAVARRA;ABAURREA BAJA/ABAURREPEA;31692
NAVARRA;ABERIN DE LA SOLANA;31264
NAVARRA;ABINZANO;31473
NAVARRA;ABLITAS;31523
NAVARRA;ACEDO;31282
NAVARRA;ACOTAIN;31481
NAVARRA;ADERIZ;31194
NAVARRA;ADIOS;31153
NAVARRA;ADOAIN;31448
NAVARRA;AEROPUERTO NOAIN (PAMPLONA);31110
NAVARRA;AGOITZ;31430
NAVARRA;AGORRETA;31639
NAVARRA;AGUILAR DE CODES;31228
NAVARRA;AGUINAGA (GULINA);31867
NAVARRA;AIBAR;31460
NAVARRA;AINTZIOA;31697
NAVARRA;AIZAROTZ;31866
NAVARRA;AIZKORBE;31867
NAVARRA;AIZOAIN;31195
NAVARRA;AIZPUN;31172
NAVARRA;AKERRETA;31698
NAVARRA;ALBIASU;31877
NAVARRA;ALDABA;31892
NAVARRA;ALDATZ;31878
NAVARRA;ALDAZ DE ECHAVACOIZ;31892
NAVARRA;ALKAIAGA;31789
NAVARRA;ALKOTZ;31797
NAVARRA;ALLI;31879
NAVARRA;ALLO;31262
NAVARRA;ALLOZ;31292
NAVARRA;ALLOZ (MT);31292
NAVARRA;ALMANDOZ;31796
NAVARRA;ALTO DE LEIZA;31877
NAVARRA;ALTSASU/ALSASUA;31800
NAVARRA;ALZORRIZ;31472
NAVARRA;ALZUZA;31486
NAVARRA;AMAIUR/MAIA;31715
NAVARRA;AMATRIAIN;31395
NAVARRA;AMILLANO;31290
NAVARRA;AMUNARRIZQUETA;31395
NAVARRA;ANCIN;31281
NAVARRA;ANDERAZ;31178
NAVARRA;ANDOSILLA;31261
NAVARRA;AÑEZCAR;31195
NAVARRA;ANIZ;31796
NAVARRA;ANOCIBAR;31799
NAVARRA;AÑORBE;31154
NAVARRA;ANOZ (EZCABARTE);31799
NAVARRA;ANOZ (OLLO);31172
NAVARRA;ANSOAIN (PLO);31013
NAVARRA;ANTXORITZ;31699
NAVARRA;AOIZ;31430
NAVARRA;AOS;31481
NAVARRA;ARALAR, SAN MIGUEL DE O SANT;31870
NAVARRA;ARAMENDIA;31290
NAVARRA;ARANARACHE;31271
NAVARRA;ARANDIGOYEN;31292
NAVARRA;ARANGUREN;31192
NAVARRA;ARANO;31754
NAVARRA;ARANTZA;31790
NAVARRA;ARAS;31239
NAVARRA;ARAZURI;31170
NAVARRA;ARBEIZA;31241
NAVARRA;ARBIZU;31839
NAVARRA;ARBONIES;31454
NAVARRA;ARCE;31438
NAVARRA;ARCOS, LOS;31210
NAVARRA;ARDAITZ;31697
NAVARRA;ARDANAZ DE EGUES;31192
NAVARRA;ARDANAZ DE IZAGAONDOA;31421
NAVARRA;ARELLANO;31263
NAVARRA;ARESO;31876
NAVARRA;ARGUEDAS;31513
NAVARRA;ARGUIÑANO;31176
NAVARRA;ARGUIÑARIZ;31174
NAVARRA;ARIA;31671
NAVARRA;ARIBE;31671
NAVARRA;ARINZANO;31292
NAVARRA;ARISTREGUI;31892
NAVARRA;ARITZU;31798
NAVARRA;ARIZ;31892
NAVARRA;ARIZALA;31177
NAVARRA;ARIZALETA;31177
NAVARRA;ARIZKUN;31713
NAVARRA;ARLEGUI;31191
NAVARRA;ARLETA;31699
NAVARRA;ARMAÑANZAS;31228
NAVARRA;AROSTEGUI;31867
NAVARRA;ARRAIOZ;31794
NAVARRA;ARRAITZ-ORKIN;31797
NAVARRA;ARRAIZ (VENTAS);31797
NAVARRA;ARRAIZA;31174
NAVARRA;ARRARATS;31866
NAVARRA;ARRE;31194
NAVARRA;ARRIBE-ATALLU;31891
NAVARRA;ARRIETA;31438
NAVARRA;ARRONIZ;31243
NAVARRA;ARRUAZU;31840
NAVARRA;ARRUITZ;31878
NAVARRA;ARTAIZ;31422
NAVARRA;ARTAJO;31481
NAVARRA;ARTAJONA;31140
NAVARRA;ARTARIAIN;31395
NAVARRA;ARTAVIA;31290
NAVARRA;ARTAZA;31272
NAVARRA;ARTAZCOZ;31173
NAVARRA;ARTAZU;31109
NAVARRA;ARTEAGA;31241
NAVARRA;ARTETA;31172
NAVARRA;ARTICA (PLO);31013
NAVARRA;ARTIEDA;31480
NAVARRA;ARTOZQUI;31439
NAVARRA;ARZOZ;31291
NAVARRA;ASARTA;31282
NAVARRA;ASIAIN;31171
NAVARRA;ASPURZ;31454
NAVARRA;ASTITZ;31879
NAVARRA;ASTRAIN;31190
NAVARRA;ATARRABIA;31610
NAVARRA;ATONDO;31868
NAVARRA;AURITZ/BURGUETE;31640
NAVARRA;AURIZBERRI-ESPINAL;31694
NAVARRA;AUZA;31797
NAVARRA;AVINZANO;31473
NAVARRA;AYANZ;31481
NAVARRA;AYECHU;31448
NAVARRA;AYEGUI;31240
NAVARRA;AYESA;31492
NAVARRA;AZAGRA;31560
NAVARRA;AZANZA;31172
NAVARRA;AZCARATE/AZKARATE;31891
NAVARRA;AZCONA;31177
NAVARRA;AZKARATE;31891
NAVARRA;AZOLETA;31669
NAVARRA;AZOZ;31194
NAVARRA;AZPA;31486
NAVARRA;AZPARREN;31439
NAVARRA;AZPILKUETA;31715
NAVARRA;AZPIROTZ;31891
NAVARRA;AZQUETA;31241
NAVARRA;AZUELO;31228
NAVARRA;BADOSTAIN;31192
NAVARRA;BAKAIKU;31810
NAVARRA;BALLARIAIN;31195
NAVARRA;BAQUEDANO;31272
NAVARRA;BARAIBAR;31879
NAVARRA;BARASOAIN;31395
NAVARRA;BARBARIN;31243
NAVARRA;BARBATAIN;31191
NAVARRA;BARDENAS REALES, LAS (POLIGONO DE TIRO);31500
NAVARRA;BARGOTA;31229
NAVARRA;BARIAIN;31396
NAVARRA;BARILLAS;31523
NAVARRA;BARINDANO;31272
NAVARRA;BARRIADA ESTACION (MARCILLA);31349
NAVARRA;BEARIN;31179
NAVARRA;BEASOAIN-EGUILLOR;31172
NAVARRA;BEINTZA LABAIEN;31753
NAVARRA;BEIRE;31393
NAVARRA;BELASCOAIN;31174
NAVARRA;BELZUNCE;31193
NAVARRA;BENEGORRI;31395
NAVARRA;BEORBURU;31193
NAVARRA;BEORTEGUI;31483
NAVARRA;BERA/VERA DE BIDASOA;31780
NAVARRA;BERAIZ;31799
NAVARRA;BERAMENDI;31869
NAVARRA;BERASAIN;31867
NAVARRA;BERBINZANA;31252
NAVARRA;BERIAIN;31191
NAVARRA;BERRIOPLANO;31195
NAVARRA;BERRIOSUSO;31195
NAVARRA;BERRIOZAR (PLO);31013
NAVARRA;BERROETA;31796
NAVARRA;BERROYA (PLO);31454
NAVARRA;BERTIZ;31720
NAVARRA;BERUETE;31866
NAVARRA;BESOLLA;31473
NAVARRA;BETELU;31890
NAVARRA;BEUNZA;31867
NAVARRA;BEUNZA LARREA;31867
NAVARRA;BEZQUIZ;31395
NAVARRA;BIDAURRETA;31174
NAVARRA;BIGUEZAL;31454
NAVARRA;BIURRUN;31398
NAVARRA;BIZKARRETA-GERENDIAIN;31695
NAVARRA;BOCAL, EL;31512
NAVARRA;BUÑUEL;31540
NAVARRA;BURGUI;31412
NAVARRA;BURLADA;31600
NAVARRA;BURUTAIN;31798
NAVARRA;BUSTO, EL;31229
NAVARRA;CABANILLAS;31511
NAVARRA;CABREDO;31227
NAVARRA;CABREGA;31219
NAVARRA;CADREITA;31515
NAVARRA;CAMPANAS;31397
NAVARRA;CAPARROSO;31380
NAVARRA;CAPARROSO, DE (EST);31381
NAVARRA;CARCAR;31579
NAVARRA;CARCASTILLO;31310
NAVARRA;CARRASCAL, DEL (EST);31396
NAVARRA;CARRASCAL, VENTA DEL;31396
NAVARRA;CASCANTE;31520
NAVARRA;CASEDA;31490
NAVARRA;CASETAS DE ARIZALETA, LAS;31177
NAVARRA;CASTEJON;31590
NAVARRA;CASTILLONUEVO;31454
NAVARRA;CELIGUETA;31473
NAVARRA;CEMBORAIN;31422
NAVARRA;CIA;31867
NAVARRA;CIAURRIZ;31799
NAVARRA;CIGANDA;31867
NAVARRA;CILDOZ;31194
NAVARRA;CINTRUENIGO;31592
NAVARRA;CIRAUQUI;31131
NAVARRA;CIRIZA;31174
NAVARRA;CIZUR MENOR;31190
NAVARRA;CORDOVILLA;31191
NAVARRA;CORELLA;31591
NAVARRA;CORTES;31530
NAVARRA;DANTXARINEA;31712
NAVARRA;DESOJO;31229
NAVARRA;DICASTILLO;31263
NAVARRA;DOMEÑO;31454
NAVARRA;DONAMARIA;31750
NAVARRA;DONEZTEBE/SAN ESTEBAN;31740
NAVARRA;DORRAO/TORRANO;31829
NAVARRA;ECALA;31272
NAVARRA;ECAY (LONGUIDA);31481
NAVARRA;ECHAGUE;31396
NAVARRA;ECHALAZ;31486
NAVARRA;ECHARREN (GUIRGUILLANO);31291
NAVARRA;ECHARRI (ECHARRI);31174
NAVARRA;ECHAVARRI (ALLIN);31290
NAVARRA;ECHAVARRI DE LA SOLANA;31264
NAVARRA;EGIARRETA;31868
NAVARRA;EGOZKUE;31798
NAVARRA;EGUARAS;31193
NAVARRA;EGUES;31486
NAVARRA;EGUIARTE;31292
NAVARRA;EGUILLOR (ATEZ);31867
NAVARRA;EGUILLOR (OLLO);31172
NAVARRA;EGULBATI;31486
NAVARRA;EKAI;31868
NAVARRA;ELBETE;31700
NAVARRA;ELCANO;31486
NAVARRA;ELCARTE;31195
NAVARRA;ELCOAZ;31448
NAVARRA;ELGORRIAGA;31744
NAVARRA;ELIA;31486
NAVARRA;ELIO;31174
NAVARRA;ELIZONDO;31700
NAVARRA;ELORZ;31470
NAVARRA;ELSO/ELTSO;31799
NAVARRA;ELTZABURU;31797
NAVARRA;ENDARLATSA;31789
NAVARRA;ENDERIZ;31799
NAVARRA;ENERIZ;31153
NAVARRA;EPAROZ;31448
NAVARRA;ERANSUS;31486
NAVARRA;ERASO;31869
NAVARRA;ERATSUN;31748
NAVARRA;ERAUL;31290
NAVARRA;ERDOZAIN;31481
NAVARRA;ERGOIENA;31829
NAVARRA;ERICE (ATEZ);31867
NAVARRA;ERICE (IZA);31892
NAVARRA;ERIETE;31174
NAVARRA;ERRATZU;31714
NAVARRA;ERRAZKIN;31891
NAVARRA;ERREA;31698
NAVARRA;ERRO;31697
NAVARRA;ERROTZ;31868
NAVARRA;ERVITI/ERBITI;31866
NAVARRA;ESCAROZ;31690
NAVARRA;ESKIROTZ;31698
NAVARRA;ESLAVA;31494
NAVARRA;ESNOTZ;31697
NAVARRA;ESPARZA DE GALAR;31191
NAVARRA;ESPARZA DE SALAZAR;31453
NAVARRA;ESPRONCEDA;31228
NAVARRA;ESQUIROZ (GALAR);31191
NAVARRA;ESTELLA;31200
NAVARRA;ESTENOZ;31291
NAVARRA;ETAYO;31281
NAVARRA;ETSAIN;31798
NAVARRA;ETULAIN;31798
NAVARRA;ETXALAR;31760
NAVARRA;ETXALEKU;31869
NAVARRA;ETXARREN;31868
NAVARRA;ETXARRI;31878
NAVARRA;ETXARRI-ARANATZ;31820
NAVARRA;ETXAURI;31174
NAVARRA;ETXEBERRI;31868
NAVARRA;EUGI;31638
NAVARRA;EULATE;31271
NAVARRA;EULZ;31290
NAVARRA;EUSA;31194
NAVARRA;EZCABARTE;31194
NAVARRA;EZKURRA;31749
NAVARRA;EZPROGUI;31491
NAVARRA;FALCES;31370
NAVARRA;FECULAS (LODOSA);31580
NAVARRA;FIGAROL;31311
NAVARRA;FITERO;31593
NAVARRA;FITERO, BALNEARIO;31594
NAVARRA;FONTELLAS;31512
NAVARRA;FUNES;31360
NAVARRA;FUSTIÑANA;31510
NAVARRA;GABARDERAL;31409
NAVARRA;GAINDOLA;31669
NAVARRA;GAINEKOLETA;31669
NAVARRA;GAINTZA;31891
NAVARRA;GALAIN;31799
NAVARRA;GALAR;31191
NAVARRA;GALBARRA;31283
NAVARRA;GALDEANO;31290
NAVARRA;GALDUROZ;31484
NAVARRA;GALLIPIENZO;31493
NAVARRA;GALLUES;31451
NAVARRA;GANUZA;31241
NAVARRA;GARAIOA;31692
NAVARRA;GARCIRIAIN;31193
NAVARRA;GARDE;31414
NAVARRA;GARES;31100
NAVARRA;GARINOAIN;31395
NAVARRA;GARISOAIN;31291
NAVARRA;GARRALDA;31693
NAVARRA;GARRUES;31194
NAVARRA;GARTZAIN;31730
NAVARRA;GARTZARON;31866
NAVARRA;GASCUE;31867
NAVARRA;GASTIAIN;31283
NAVARRA;GAZOLAZ;31190
NAVARRA;GAZTELU;31750
NAVARRA;GENEVILLA;31227
NAVARRA;GERENDIAIN;31799
NAVARRA;GOIZUETA;31754
NAVARRA;GOLDARATZ;31869
NAVARRA;GOLLANO;31272
NAVARRA;GONGORA;31192
NAVARRA;GOÑI;31172
NAVARRA;GORRAIZ;31620
NAVARRA;GORRAIZ (ARCE);31439
NAVARRA;GORRITI;31877
NAVARRA;GORRONTZ-OLANO;31799
NAVARRA;GREZ;31480
NAVARRA;GROCIN;31292
NAVARRA;GUELBENZU;31867
NAVARRA;GUEMBE;31176
NAVARRA;GUENDULAIN (ESTERIBAR)/GENDULAIN (ESTERIBAR);31699
NAVARRA;GUENDULAIN (ODIETA);31799
NAVARRA;GUERENDIAIN (ELORZ);31119
NAVARRA;GUESA;31452
NAVARRA;GUIRGUILLANO;31291
NAVARRA;GULINA;31867
NAVARRA;HERIBERRI/VILLANUEVA DE AEZKOA (PLO);31671
NAVARRA;HIRIBERRI-VILLANUEVA (PLO);31850
NAVARRA;HIRIBERRI/VILLANUEVA DE AEZKOA (PLO);31671
NAVARRA;HUARTE;31620
NAVARRA;IBERO;31173
NAVARRA;IBILCIETA;31451
NAVARRA;IBIRICU DE EGUES;31486
NAVARRA;IBIRICU DE YERRI;31177
NAVARRA;ICIZ;31451
NAVARRA;IDOATE DE IZAGAONDOA;31421
NAVARRA;IDOCIN;31473
NAVARRA;IDOI;31698
NAVARRA;IGAL;31452
NAVARRA;IGANTZI;31790
NAVARRA;IGOA;31866
NAVARRA;IGUZQUIZA;31241
NAVARRA;IHABAR;31850
NAVARRA;IHABEN;31869
NAVARRA;ILARRATZ;31698
NAVARRA;ILARREGI;31797
NAVARRA;ILUNDAIN;31192
NAVARRA;ILURDOTZ;31699
NAVARRA;ILZARBE;31172
NAVARRA;IMARCOAIN;31119
NAVARRA;IMIRIZALDU;31448
NAVARRA;INBULUZKETA;31698
NAVARRA;INDURAIN;31421
NAVARRA;INTZA;31891
NAVARRA;IRACHE (UR);31208
NAVARRA;IRACHE, DE (MT);31209
NAVARRA;IRACHETA;31395
NAVARRA;IRAGI;31639
NAVARRA;IRAIZOTZ;31797
NAVARRA;IRAÑETA;31849
NAVARRA;IRANZU, DE (MT);31178
NAVARRA;IRIBAS;31879
NAVARRA;IRISO;31421
NAVARRA;IROTZ;31699
NAVARRA;IRUJO;31176
NAVARRA;IRUÑUELA;31177
NAVARRA;IRURE;31698
NAVARRA;IRURITA;31730
NAVARRA;IRUROZQUI;31448
NAVARRA;IRURRE;31291
NAVARRA;IRURTZUN;31860
NAVARRA;ISABA;31417
NAVARRA;ITOIZ;31438
NAVARRA;ITUREN;31745
NAVARRA;ITURGOYEN;31176
NAVARRA;ITURMENDI;31810
NAVARRA;ITXASO;31869
NAVARRA;IZA;31170
NAVARRA;IZAL;31451
NAVARRA;IZALZU;31689
NAVARRA;IZCO;31473
NAVARRA;IZCUE;31173
NAVARRA;IZU;31173
NAVARRA;IZURDIAGA;31868
NAVARRA;IZURZU;31175
NAVARRA;JACOISTI;31448
NAVARRA;JANARIZ;31483
NAVARRA;JAUNTSARATS;31866
NAVARRA;JAURRIETA;31691
NAVARRA;JAVIER;31411
NAVARRA;LABAIEN;31753
NAVARRA;LABEAGA;31241
NAVARRA;LABIANO;31192
NAVARRA;LACAR;31292
NAVARRA;LAKUNTZA;31830
NAVARRA;LANTZ;31798
NAVARRA;LAPOBLACION;31227
NAVARRA;LAQUIDAIN;31192
NAVARRA;LARRAGA;31251
NAVARRA;LARRAGUETA;31195
NAVARRA;LARRAINGOA;31697
NAVARRA;LARRAINTZAR;31797
NAVARRA;LARRANGOZ;31481
NAVARRA;LARRAONA;31270
NAVARRA;LARRASOAÑA;31698
NAVARRA;LARRAYA;31174
NAVARRA;LARRAYOZ;31193
NAVARRA;LARRION;31290
NAVARRA;LARUMBE;31892
NAVARRA;LATASA (IMOZ);31869
NAVARRA;LATASA (ODIETA);31799
NAVARRA;LAZAGURRIA;31588
NAVARRA;LEACHE;31460
NAVARRA;LEARZA;31281
NAVARRA;LEAZKUE;31798
NAVARRA;LECAUN;31473
NAVARRA;LEGARDA;31133
NAVARRA;LEGARDETA;31292
NAVARRA;LEGARIA;31281
NAVARRA;LEGASA;31792
NAVARRA;LEITZA (PLO);31880
NAVARRA;LEKAROZ;31795
NAVARRA;LEKUNBERRI;31870
NAVARRA;LEOZ;31395
NAVARRA;LERANOTZ;31639
NAVARRA;LERATE;31291
NAVARRA;LERGA;31494
NAVARRA;LERIN;31260
NAVARRA;LERIN, VENTAS DE;31260
NAVARRA;LERRUZ;31482
NAVARRA;LESAKA;31770
NAVARRA;LETE;31172
NAVARRA;LEYUN;31483
NAVARRA;LEZAETA;31891
NAVARRA;LEZAUN;31177
NAVARRA;LIBERRI;31481
NAVARRA;LIEDENA;31487
NAVARRA;LINTZOAIN;31696
NAVARRA;LIZARRA;31200
NAVARRA;LIZARRAGA (ERGOIENA);31829
NAVARRA;LIZARRAGA (IZAGAONDOA);31421
NAVARRA;LIZARRAGA BENGOA;31820
NAVARRA;LIZASO;31799
NAVARRA;LIZASOAIN;31171
NAVARRA;LIZOAIN;31482
NAVARRA;LODOSA;31580
NAVARRA;LOIZU;31697
NAVARRA;LORCA;31292
NAVARRA;LOZA;31195
NAVARRA;LOZEN;31797
NAVARRA;LUKAIN-APEZBORRO;31760
NAVARRA;LUMBIER;31440
NAVARRA;LUQUIN;31243
NAVARRA;LURRIZTIEDERRA;31760
NAVARRA;LUSARRETA;31438
NAVARRA;LUZAIDE/VALCARLOS;31660
NAVARRA;MADOTZ;31879
NAVARRA;MAÑERU;31130
NAVARRA;MAQUIRRIAIN (EZCABARTE);31194
NAVARRA;MAQUIRRIAIN (LEOZ) (PLO);31494
NAVARRA;MARAÑON;31227
NAVARRA;MARCALAIN;31193
NAVARRA;MARCILLA;31340
NAVARRA;MEANO;31227
NAVARRA;MELIDA;31382
